,Unnamed: 0,Unnamed: 0.1,key,Img_path,GD,OCMR,Is_OCMR_true,MolVec,Is_MolVec_true,OSRA,Is_OSRA_true,Imago,Is_Imago_true,OCMR_TanimotoSimilarity,MolVec_TanimotoSimilarity,OSRA_TanimotoSimilarity,Imago_TanimotoSimilarity,OCMR_edit_distance,MolVec_edit_distance,OSRA_edit_distance,Imago_edit_distance,len_gd,len_ocmr,len_molvec,len_osra,len_imago
136,136,136,P137,./images/P137.png,ClC=1C(=NC(=NC1)NCC1CN(CCC1)C(=O)C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N2CCCC(CNC3=NC=C(Cl)C(C4=CNC5=C4C=CC=C5)=N3)C2)C=C1,1,CCC.CN(C)CCCC(=O)NC1=CC=C(C(=O)N2CCCC(CNC3=NC=C(Cl)C(/C4=C/NC5=C4C=CC=C5)=N3)C2)C=C1,0,CN(C/C=C/C(=O)Nc1ccc(cc1)C(=O)N1CCCC(C1)CNc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)C,1,c,0,1.0,0.8766233766233766,1.0,0.0,46,51,55,81,81,79,84,74,1
137,137,137,P138,./images/P138.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(\C=C\CN1CCOCC1)=O)=O)C1=CNC2=CC=CC=C12,O=C(C=CCN1CCOCC1)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,O=C(/C=C/CN1CCOCC1)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,O=C(Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)/C=C/CN1CCOCC1,1,C*1=CC(Cl)=C1c1c[nH]c2ccccc12.C1CCCCC1.NC(=O)c1ccc(NC(=O)/C=C/CN2CCOCC2)cc1,0,1.0,1.0,1.0,0.6923076923076923,58,59,59,58,92,91,93,85,75
138,138,138,P139,./images/P139.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(\C=C\CN1CCN(CC1)C)=O)=O)C1=CNC2=CC=CC=C12,CN1CCN(CC=CC(=O)NC2=CC=C(C(=O)N[C@H]3CCC[C@@H](NC4=NC(C5=CNC6=C5/C=C\C=C/6)=C(Cl)C=N4)C3)C=C2)CC1,1,CN1CCN(C/C=C/C(=O)NC2=CC=C(C(=O)N[C@H]3CCC[C@@H](NC4=NC(C5=CNC6=C5C=CC=C6)=C(Cl)C=N4)C3)C=C2)CC1,1,CN1CCN(CC1)C/C=C/C(=O)Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl,1,c,0,1.0,1.0,1.0,0.0,60,62,74,95,95,97,96,88,1
139,139,139,P140,./images/P140.png,C(C=C)(=O)NC1=CC=C(C(=O)N[C@@H]2C[C@@H](CCC2)NC2=NC=C(C(=N2)C2=CNC3=CC=CC=C23)Cl)C=C1,C=CC(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,C=CC(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(/C4=C/NC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,C=CC(=O)Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl,1,c,0,1.0,1.0,1.0,0.0,30,31,52,85,85,82,84,74,1
140,140,140,P141,./images/P141.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(C(=C)C)=O)=O)C1=CNC2=CC=CC=C12,C=C(C)C(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,C=C(C)C(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(/C4=C/NC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,CC(=C)C(=O)Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl,1,c,0,1.0,1.0,1.0,0.0,48,49,63,84,84,85,87,77,1
141,141,141,P142,./images/P142.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)C(=O)NC1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(NC(=O)[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(NC(=O)[C@H]2CCC[C@@H](NC3=NC(/C4=C/NC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,CN(C/C=C/C(=O)Nc1ccc(cc1)NC(=O)[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)C,1,C*1=CC(Cl)=C1c1c[nH]c2ccccc12.C*c1ccc(NC(=O)/C=C/CCC)cc1.C1CCCCC1.CN,0,1.0,1.0,1.0,0.47686832740213525,54,57,67,59,89,88,92,82,68
142,142,142,P143,./images/P143.png,C1(CC1)C=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(C4CC4)C=N3)C2)C=C1,1,CCC.CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC34=NC(C5=CNC6=C5C=CC=C6)=C3(C3CC3)C=N4)C2)C=C1,0,CN(C/C=C/C(=O)Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)C1CC1)C,1,c,0,1.0,0.0,1.0,0.0,53,58,67,94,94,91,99,85,1
143,143,143,P144,./images/P144.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)=O)C=1C=NC=CC1,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CC=CN=C4)=C(Cl)C=N3)C2)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CC=CN=C4)=C(Cl)C=N3)C2)C=C1,1,CN(C/C=C/C(=O)Nc1ccc(cc1)C(=O)N[C@H]1CCC[C@H](C1)Nc1ncc(c(n1)c1cccnc1)Cl)C,1,c,0,1.0,1.0,1.0,0.0,49,51,62,83,83,82,84,74,1
144,144,144,P145,./images/P145.png,C(#N)C=1C(=NC(=NC1)N[C@H]1C[C@H](CCC1)NC(C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(C#N)C=N3)C2)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)N[C@H]2CCC[C@@H](NC3=NC(/C4=C/NC5=C4C=CC=C5)=C(C#N)C=N3)C2)C=C1,1,N#Cc1cnc(nc1c1c[nH]c2c1cccc2)N[C@@H]1CCC[C@@H](C1)NC(=O)c1ccc(cc1)NC(=O)/C=C/CN(C)C,1,c,0,1.0,1.0,1.0,0.0,54,57,68,92,92,89,93,83,1
145,145,145,P146,./images/P146.png,ClC=1C(=NC(=NC1)N[C@@H]1C[C@@H](C[C@@H](C1)F)NC(C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N[C@@H]2C[C@H](F)C[C@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)NC2CC(F)C[C@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,0,F[C@H]1CC(CC(C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)NC(=O)c1ccc(cc1)NC(=O)/C=C/CN(C)C,0,CN(C)C/C=C/C(=O)Nc1ccc(C=O)cc1.CNC1CC(F)CC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,0,1.0,1.0,1.0,0.8758169934640523,56,62,74,77,99,95,88,81,78
146,146,146,P147,./images/P147.png,ClC=1C(=NC(=NC1)N[C@H]1C[C@H](C[C@H](C1)F)NC(C1=CC=C(C=C1)NC(\C=C\CN(C)C)=O)=O)C1=CNC2=CC=CC=C12,CN(C)CC=CC(=O)NC1=CC=C(C(=O)N[C@H]2C[C@@H](F)C[C@@H](NC3=NC(C4=CNC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)N[C@H]2C[C@@H](F)C[C@@H](NC3=NC(/C4=C/NC5=C4C=CC=C5)=C(Cl)C=N3)C2)C=C1,1,F[C@@H]1C[C@@H](C[C@@H](C1)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)NC(=O)c1ccc(cc1)NC(=O)/C=C/CN(C)C,1,c,0,1.0,1.0,1.0,0.0,56,59,70,96,96,96,100,92,1
147,147,147,P148,./images/P148.png,ClC=1C(=NC(=NC1)NC12CCCC(C1)(C2)NC(C2=CC=C(C=C2)NC(\C=C\CN(C)C)=O)=O)C2=CNC1=CC=CC=C21,CN(C)CC=CC(=O)NC1=CC=C(C(=O)NC23CCCC(NC4=NC(C5=CNC6=C5C=CC=C6)=C(Cl)C=N4)(C2)C3)C=C1,1,CN(C)C/C=C/C(=O)NC1=CC=C(C(=O)NC23CCCC(NC4=NC(C5=CNC6=C5C=CC=C6)=C(Cl)C=N4)(C2)C3)C=C1,1,CN(C/C=C/C(=O)Nc1ccc(cc1)C(=O)NC12CCCC(C1)(C2)Nc1ncc(c(n1)c1c[nH]c2c1cccc2)Cl)C,1,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)NC23CCCC(*4(C)=CC(Cl)=C4c4c[nH]c5ccccc45)(C2)C3)cc1,0,1.0,1.0,1.0,0.7796610169491526,47,49,61,61,86,84,86,79,79
148,148,148,P149,./images/P149.png,C(C=C)(=O)N1CCC(CC1)CN1CCC(CC1)C(=O)NC=1SC(=CN1)SCC=1OC(=CN1)C(C)(C)C,C=CC(=O)N1CCC(CN2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)CC1,1,C=CC(=O)N1CCC(CN2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)CC1.CCC,1,C=CC(=O)N1CCC(CC1)CN1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,1,C=CC(=O)N1CCC(CN2CCC(C(=O)Nc3ncc(SCC(=N)O)s3)CC2)CC1.CC#CC,0,1.0,0.9765625,1.0,0.7815126050420168,38,41,19,35,69,67,71,63,58
149,149,149,P150,./images/P150.png,C(C=C)(=O)NC=1C=C(C=CC1)C(C)N1CCC(CC1)C(=O)NC=1SC(=CN1)SCC=1OC(=CN1)C(C)(C)C,C=CC(=O)NC1=CC(C(C)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)=CC=C1,1,C=CC(=O)NC1=CC(C(C)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)=CC=C1,1,C=CC(=O)Nc1cccc(c1)C(N1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C)C,1,C/C=C\*c1cccc(C(C)N2CCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)CC2)c1,0,1.0,1.0,1.0,0.8333333333333334,44,44,33,52,76,74,74,67,65
150,150,150,P151,./images/P151.png,C(C=C)(=O)NC1=CC=C(C(=O)N2CCC(CC2)C(=O)NC=2SC(=CN2)SCC=2OC(=CN2)C(C)(C)C)C=C1,C=CC(=O)NC1=CC=C(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)C=C1,1,C=CC(=O)NC1=CC=C(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)C=C1,1,C=CC(=O)Nc1ccc(cc1)C(=O)N1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,1,C=CC(=O)Nc1ccc(C(=O)N2CCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)CC2)cc1,1,1.0,1.0,1.0,1.0,30,30,37,42,77,75,75,68,68
151,151,151,P152,./images/P152.png,C(C=C)(=O)N1CCC(CC1)C(=O)N1CCC(CC1)C(=O)NC=1SC(=CN1)SCC=1OC(=CN1)C(C)(C)C,C=CC(=O)N1CCC(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)CC1,1,C=CC(=O)N1CCC(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)CC1,1,C=CC(=O)N1CCC(CC1)C(=O)N1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,1,C=CC.CC.CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(C(=O)C4CCN(C=O)CC4)CC3)s2)o1,0,1.0,1.0,1.0,0.8793774319066148,38,38,19,51,73,71,71,67,70
152,152,152,P153,./images/P153.png,C(C=C)(=O)NC=1C=C(C(=O)N2CCC(CC2)C(=O)NC=2SC(=CN2)SCC=2OC(=CN2)C(C)(C)C)C=CC1,C=CC(=O)NC1=CC(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)=CC=C1,1,C=CC(=O)NC1=CC(C(=O)N2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)=CC=C1.CC,1,C=CC(=O)Nc1cccc(c1)C(=O)N1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,1,c,0,1.0,0.9888475836431226,1.0,0.0,35,38,38,77,77,75,78,68,1
153,153,153,P154,./images/P154.png,C(C=C)(=O)N1CC(CCC1)CN1CCC(CC1)C(=O)NC=1SC(=CN1)SCC=1OC(=CN1)C(C)(C)C,C=CC(=O)N1CCCC(CN2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)C1,1,C=CC(=O)N1CCCC(CN2CCC(C(=O)NC3=NC=C(SCC4=NC=C(C(C)(C)C)O4)S3)CC2)C1,1,C=CC(=O)N1CCCC(C1)CN1CCC(CC1)C(=O)Nc1ncc(s1)SCc1ncc(o1)C(C)(C)C,1,C=CC.CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCN(CC4CCCN(C=O)C4)CC3)s2)o1,0,1.0,1.0,1.0,0.8740157480314961,37,37,21,48,69,67,67,63,63
154,154,154,P155,./images/P155.png,C(C)(C)C=1C=NN2C1N=C(N=C2NCC=2C=C(C=CC2)NC(\C=C\CN2CCOCC2)=O)NC2CCOCC2,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)C=CCN4CCOCC4)=C3)N2N=C1,1,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)/C=C/CN4CCOCC4)=C3)N2N=C1,1,CCc1c(cnn1/C(=N\C(=C)NC1CC[IH]CC1)/CCCCc1cccc(c1)[N](C(=O)/C=C/CN1CCOCC1)(C)C)C(C)C,0,CC(C)c1cn[nH]cnc(NC2CCOCC2)nc1NCc1cccc(/C=C/CN2CCOCC2)c1.NC=O,0,1.0,1.0,0.0,0.6433566433566433,36,37,54,41,70,68,70,83,61
155,155,155,P156,./images/P156.png,C(C)N1CCN(CC1)C/C=C/C(=O)NC1=CC(=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2,CCN1CCN(CC=CC(=O)NC2=CC(CNC3=NC(NC4CCOCC4)=NC4=C(C(C)C)C=NN34)=CC=C2)CC1,1,CCN1CCN(C/C=C/C(=O)NC2=CC(CN/C(=N/C)N3NCC(C(C)C)=C3NNC3CCOCC3)=CC=C2)CC1,0,CCN1CCN(CC1)CCCC(=O)Nc1cccc(c1)CNc1nc(NC2CC[U]CC2)nc2n1ncc2C(C)C,0,c,0,1.0,0.6666666666666666,0.7733333333333333,0.0,40,37,39,74,74,72,72,64,1
156,156,156,P157,./images/P157.png,CN(C/C=C/C(=O)NC1=CC(=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2)C,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)C=CCN(C)C)=C3)N2N=C1,1,CC(C)/C(=C1\N=C(NC2CCOCC2)N=C(NCC2=CC=CC(NC(=O)/C=C/CN(C)C)=C2)N1)C1CC1,0,CN(C/C=C/C(=O)Nc1cccc(c1)CNc1nc(NC2CCNCC2)nc2n1ncc2C(C)C)C,0,c,0,1.0,0.7586206896551724,0.9,0.0,40,39,32,65,65,65,71,58,1
157,157,157,P158,./images/P158.png,C(C)(C)C=1C=NN2C1N=C(N=C2NCC=2C=C(C=CC2)NC(\C=C\CN2CCCC2)=O)NC2CCOCC2,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)C=CCN4CCCC4)=C3)N2N=C1,1,CCC(CC1=CC=CC(NC(=O)/C=C/CN2CCCC2)=C1)C1=NC(NC2CCOCC2)=NC2=C(C(C)C)C=NN12,0,O=C(NC1=C[C](#CC=C1)C*c1nc(NC2CCOCC2)nc2n1ncc2C(C)C)/C=C/CN1CCCC1,0,c,0,1.0,0.7456445993031359,0.0,0.0,36,41,49,69,69,67,73,65,1
158,158,158,P159,./images/P159.png,FC1CN(CC1)C/C=C/C(=O)NC1=CC(=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)C=CCN4CCC(F)C4)=C3)N2N=C1,1,CC(C)C1=C2/N=C(NC3CCOCC3)\N=C(\NCC3=CC=CC(NC(=O)/C=C/CN4CCC(F)C4)=C3)N2NC1,0,FC1CCN(C1)C/C=C/C(=O)Nc1cccc(c1)CNC(n1ncc(c1/N=C(/NC1CCOCC1)\N)C(C)C)C,0,CC(C)C1=*(*Cc2cccc(/C=C/CN3CCC(F)C3)c2)(C2CCOCC2)NC1.NC=O,0,1.0,0.8181818181818182,0.6643356643356644,0.5,42,44,37,46,70,70,74,70,57
159,159,159,P160,./images/P160.png,FC1CN(CCC1)C/C=C/C(=O)NC1=CC(=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC(NC(=O)C=CCN4CCCC(F)C4)=C3)N2N=C1,1,CC1CCCN(C/C=C/C(=O)NC2=CC(CNC3=NC(NC4CCOCC4)=NC4=C(C(C)C)C=NN34)=CC=C2)C1,0,FC1CCCN(C1)C/C=C/C(=N)[N]1(CC1)c1cccc(c1)CNc1*c([*-]C2CCOCC2)nc2n1ncc2C(C)C,0,c,0,1.0,0.8108108108108109,0.0,0.0,42,37,44,71,71,71,73,75,1
160,160,160,P161,./images/P161.png,CN(C/C=C/C(=O)NC1=CC(=CC(=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2)F)C,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC(F)=CC(NC(=O)C=CCN(C)C)=C3)N2N=C1,1,CC(C)C1=C2N=C(SC3CCOCC3)N=C(NCC3=CC(F)=CC(NC(=O)/C=C/CN(C)C)=C3)N2N=C1,0,CN(C/C=C/C(=O)Nc1cc(CNc2nc(NC3CCOCC3)nc3n2ncc3C(C)C)cc(c1)F)C,1,CC1C2=C*1(C)(C)(N)(Cc1cc(F)cc(NC(=O)/C=C/CN(C)C)c1)(C1CCOCC1)=C2,0,1.0,0.7727272727272727,1.0,0.6016949152542372,43,44,38,44,68,68,70,61,64
161,161,161,P162,./images/P162.png,CN(C/C=C/C(=O)NC1=C(C(=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2)F)C,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=C(F)C(NC(=O)C=CCN(C)C)=CC=C3)N2N=C1,1,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=C(F)C(NC(=O)/C=C/CN(C)C)=CC=C3)N2N=C1,1,CN(C/C=C/C(=O)Nc1cccc(c1F)CNc1nc(NC2CCOCC2)nc2n1ncc2C(C)C)C,1,CC1C2=C*13(C)(C)(N)(C1CCOCC1)(=C2)Cc1cccc(*/C=C/CN(C)C)c13,0,1.0,1.0,1.0,0.3684210526315789,41,42,35,46,68,68,70,59,58
162,162,162,P163,./images/P163.png,CN(C/C=C/C(=O)NC1=C(C=CC=C1)CNC1=NC(=NC=2N1N=CC2C(C)C)NC2CCOCC2)C,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=CC=C3NC(=O)C=CCN(C)C)N2N=C1,1,CC(C)C1=C2/N=C([N+](=N)C3CCOCC3)\N=C(\NCC3=CC=CC=C3NC(=O)/C=C/CN(C)C)[N+2]2([O-])=C1,0,CN(C/C=C/C(=O)*c1ccccc1CNc1nc(NC2CCOCC2)nc2n1ncc2C(C)C)C,0,CC1C2=C*1(C)(C)(N)(Cc1ccccc1NC(=O)/C=C/CN(C)C)(C1CCOCC1)=C2,0,1.0,0.5923076923076923,0.8461538461538461,0.5948275862068966,39,49,35,38,65,63,84,56,59
163,163,163,P164,./images/P164.png,C(C)(C)C=1C=NN2C1N=C(N=C2NCC2=CC=C(C=C2)NC(\C=C\CN2CCCC2)=O)NC2CCOCC2,CC(C)C1=C2N=C(NC3CCOCC3)N=C(NCC3=CC=C(NC(=O)C=CCN4CCCC4)C=C3)N2N=C1,1,CC(C)C1=C2/N=C(NC3CCOCC3)\N=C(\NCC3=CC=C(NC(=O)/C=C/CN4CCCC4)C=C3)N2N=C1,1,O=C(*c1ccc(cc1)CNc1nc(*C2CCNCC2)nc2n1ncc2C(C)C)/C=C/CN1CCCC1,0,CC1C2=C*1(C)(C)(N)(Cc1ccc(*/C=C/CN3CCCC3)cc1)(C1CCOCC1)=C2,0,1.0,1.0,0.6115107913669064,0.4672131147540984,37,40,49,45,69,67,72,60,58
164,164,164,P165,./images/P165.png,C(C)C=1C=NN2C1N=C(C=C2NC2=CC=C(C=C2)NC(C=C)=O)N2[C@@H](CCCC2)CCO,C=CC(=O)NC1=CC=C(NC2=CC(N3CCCC[C@H]3CCO)=NC3=C(CC)C=NN23)C=C1,1,C=C[N+2]([O-])(=[N+]=[N-])C1=CC=C(NC2=CC(N3CCCC[C@H]3C)=N/C(=C(/C=N)CC)N2)C=C1,0,OCC[C@@H]1CCCC*1C1=N/C(=C(/C=*\*)\CC)/[H]C(=C1)*c1ccc(cc1)NC(=O)C=C,0,C=CNc1ccc(N/C(=C/C2CCCCCCN2)N/C(N)=C(\N)CC)cc1.CC.CCO,0,1.0,0.42727272727272725,0.0,0.3,38,49,49,38,64,61,78,67,53
165,165,165,P166,./images/P166.png,C(C)C=1C=NN2C1N=C(C=C2NCC=2C=C(C=CC2)NC(C=C)=O)N2[C@@H](CCCC2)CCO,C=CC(=O)NC1=CC=CC(CNC2=CC(N3CCCC[C@H]3CCO)=NC3=C(CC)C=NN23)=C1,1,C=CC1=CC1NC1=CC=CC(CCNC2=CC(C)=NC3=C(CC)C=CC=C3C2)=C1.OCCO,0,OCC[C@@H]1CCCCN1C1=N/C(=C(/C=[N-])\CC)/NC(=C1)*Cc1cccc(c1)NC(=O)C=C,0,C=C/C(CC)=C(C)/N=C(/C)C=C(C)C.C=CC(=C)Nc1cccc(CC)c1.CC.CC.CC.CC1CCCCC1,0,1.0,0.379746835443038,0.6192468619246861,0.27848101265822783,41,37,46,44,65,62,58,67,70
166,166,166,P167,./images/P167.png,CC1(N(C(C=2N(C1)C=C(C2)C2=NC(=NC=C2C)NC2=CC=NN2C)=O)CC2=NC(=CC=C2)C(F)(F)F)C,CC1=CN=C(NC2=CC=NN2C)N=C1C1=CN2CC(C)(C)N(CC3=CC=CC(C(F)(F)F)=N3)C(=O)C2=C1,1,CC.CC1=CN=C(NC2=CC=NN2C)N=C1C1=CN2CC(C)(C)N(CC3=CC=CC(C(F)(F)F)=N3)C(=O)C2=C1,1,O=C1c2cc(cn2CC(N1Cc1cccc(n1)C(F)(F)F)(C)C)c1nc(ncc1C)N(c1ccnn1C)C,0,C=C1c2cc(-c3nc(Nc4ccnn4C)ncc3C)cn2CC(C)(C)N1Cc1cccc(C(F)(F)F)n1,0,1.0,0.9885057471264368,0.7923076923076923,0.7441860465116279,49,49,60,54,76,74,77,65,63
167,167,167,P168,./images/P168.png,COCCN1C(C=2N(CC1(C)C)C=C(C2)C2=NC(=NC=C2C)NC2=CC=NN2C)=O,COCCN1C(=O)C2=CC(C3=NC(NC4=CC=NN4C)=NC=C3C)=CN2CC1(C)C,1,COCCN1C(=O)C2=CC(C3=NC(NC4=CC=NN4C)=NC=C3C)=CN2CC1(C)C,1,"Cn1nccc1NC(=N)N
COCCN1C(C)CN(CC1(C)C)C=C",0,COCCN1C(=O)c2cc(-c3nc(Nc4ccnn4C)ncc3C)cn2CC1(C)C,1,1.0,1.0,0.1323529411764706,1.0,28,28,37,38,56,54,54,40,48
168,168,168,P169,./images/P169.png,CC1(N(C(C=2N(C1)C=C(C2)C2=NC(=NC=C2C)NC2=CC=NN2C)=O)CC2=NC(=CC=C2)C)C,CC1=CN=C(NC2=CC=NN2C)N=C1C1=CN2CC(C)(C)N(CC3=CC=CC(C)=N3)C(=O)C2=C1,1,CC1=CN=C(NC2=CC=NN2C)N=C1C1=CN2CC(C)(C)N(CC3=CC=CC(C)=N3)C(=O)C2=C1.CCC,1,Cc1cccc(n1)CN1C(=O)c2cc(cn2CC1(C)C)c1nc(ncc1C)Nc1ccnn1C,1,Cc1cccc(CN2C(=O)c3cc(-c4nc(Nc5ccnn5C)ncc4C)cn3CC2(C)C)n1,1,1.0,0.9758064516129032,1.0,1.0,42,41,52,50,69,67,71,55,56
